type,layer,length,area,volume
LINE,  0,90.0,,
LINE,  0,63.63961030678928,,
LINE,  0,63.63961030678928,,
LINE,  0,90.0,,
LINE,  0,63.63961030678928,,
LINE,  0,0.0,,
LINE,  0,63.63961030678928,,
LINE,  0,127.27922061357856,,
LINE,  0,90.0,,
LINE,  0,90.0,,
LINE,  0,63.63961030678928,,
LINE,  0,63.63961030678928,,
